"Cocunut";"Mortgage_YN";"AGE_AT_ORIGINATION";"AGE";"YEARS_WITH_BANK";"MARTIAL_STATUS";"EDUCATION";"EMPLOYMENT";"GENDER";"CUST_INCOME";"CURRENT_ADDRESS_DATE";"CURRENT_JOB_DATE";"CURRENT_WITH_BANK_DATE";"CURRENT_BALANCE_EUR"
22196;"N";NA;67;3;"M";"HGH";"RET";"F";103,4931538;1979-01-01;9999-10-01;2013-07-12;76,839
22197;"N";NA;48;3;"M";"HGH";"STE";"M";419,3846154;2000-04-01;2013-12-01;2013-12-11;432,8236154
22198;"N";NA;36;9;"S";"BCR";"PVE";"M";347,4538462;1985-01-20;2014-02-01;2007-09-06;0
22199;"N";NA;80;3;"W";"SEC";"RET";"F";232,6732308;2011-01-13;9999-10-01;2013-12-26;136,2008462
22201;"N";NA;41;4;"M";"BCR";"STE";"M";362,1821538;1987-01-01;2007-09-01;2012-11-27;41,14615385
22203;"N";NA;46;9;"D";"HGH";"PVE";"F";190,8183077;2001-05-10;2015-12-01;2008-06-24;143,0305385
22204;"N";NA;66;11;"M";"HGH";"RET";"F";317,7846154;1997-01-13;9999-10-01;2006-06-01;65,78492308
22206;"N";NA;38;4;"M";"HGH";"STE";"M";310,726;1990-03-15;2002-02-20;2013-01-03;0
22209;"N";NA;64;8;"D";"HGH";"RET";"F";148,0425385;1977-07-01;9999-10-01;2008-10-02;0
22211;"N";NA;51;3;"M";"HGH";"PVE";"M";200,9461538;2004-10-01;2013-12-02;2013-12-02;184,143
22218;"N";NA;37;5;"S";"BCR";"STE";"F";371,5384615;2003-03-01;2007-10-19;2011-12-22;339,4043846
22225;"N";NA;41;3;"W";"HGH";"RET";"F";208,1011538;1997-01-01;9999-10-01;2013-12-09;78,43076923
22226;"N";NA;42;3;"M";"BCR";"STE";"F";369,8538462;2011-01-01;2014-07-08;2013-12-17;353,1792308
22228;"N";NA;49;4;"M";"HGH";"STE";"M";494,7193846;1974-07-18;1997-02-27;2013-06-06;0
22229;"N";NA;69;10;"W";"HGH";"RET";"F";258,6;2008-01-01;9999-10-01;2006-07-12;0
22233;"N";NA;57;3;"M";"BCR";"RET";"F";152,9626923;1993-05-01;9999-10-01;2013-12-28;155,8618462
22234;"N";NA;25;3;"S";"HGH";"STE";"M";245,9;1992-09-05;2013-12-09;2013-12-10;0
22242;"N";NA;34;7;"M";"HGH";"PVE";"M";248,0384615;1983-01-17;2010-02-03;2009-12-03;0
22243;"N";NA;38;5;"M";"HGH";"STE";"M";460,7149231;2007-03-01;1999-08-28;2012-04-11;0
22245;"N";NA;50;4;"M";"HGH";"STE";"M";592,0092308;1989-06-14;2003-07-01;2013-05-07;0
22249;"N";NA;43;3;"D";"HGH";"PVE";"F";165,7420769;1974-03-03;2013-12-15;2013-12-23;0
22250;"N";NA;47;11;"D";"HGH";"STE";"M";246,2153846;1977-01-01;2000-08-01;2005-07-26;57,77076923
22254;"N";NA;37;10;"M";"HGH";"PVE";"M";292,8307692;1980-10-20;2007-07-01;2007-06-15;72,72138462
22255;"N";NA;51;11;"D";"BCR";"STE";"F";0;2001-01-01;2004-11-15;2005-10-17;25,98007692
22262;"N";NA;64;3;"M";"BCR";"RET";"F";150,794;2003-04-01;9999-10-01;2013-12-11;157,3944615
22265;"N";NA;28;3;"M";"HGH";"PVE";"F";213,5130769;2013-09-22;2016-01-27;2013-11-25;213,0453846
22266;"N";NA;51;12;"M";"HGH";"STE";"M";239,6307692;1966-11-29;2013-11-04;2004-10-09;12,19476923
22267;"N";NA;43;9;"M";"HGH";"STE";"M";300,7740769;1974-04-02;1996-12-02;2007-10-06;178,1890769
22268;"N";NA;40;3;"M";"BCR";"STE";"M";283,4076923;2008-01-01;2012-09-14;2013-12-17;109,9807692
22269;"N";NA;64;3;"M";"BCR";"STE";"M";0;1983-01-01;1980-03-18;2013-12-24;0
22271;"N";NA;56;9;"M";"HGH";"PVE";"M";182,3076923;1961-04-09;2006-08-03;2007-12-21;0
22273;"N";NA;47;10;"M";"BCR";"STE";"F";532,3846154;1998-06-01;2009-07-01;2006-08-22;68,56292308
22276;"N";NA;34;11;"M";"HGH";"STE";"F";269,9076923;1983-07-26;2013-08-14;2006-06-28;268,6531538
22279;"N";NA;58;11;"M";"BCR";"STE";"M";500,4078462;2014-09-01;1988-10-01;2005-09-16;36,54376923
22280;"N";NA;41;4;"M";"BCR";"PVE";"F";192,3076923;2004-06-01;2014-08-11;2013-06-28;74,74530769
22281;"N";NA;39;11;"M";"BCR";"PVE";"F";653,8461538;2001-01-01;2015-05-16;2005-09-14;0
22290;"N";NA;40;11;"M";"HGH";"PVE";"F";347,4880769;2008-09-01;2010-08-23;2006-04-20;44,37969231
22291;"N";NA;34;3;"S";"BCR";"STE";"F";351,8615385;1992-06-01;2009-09-01;2013-12-23;123,5753077
22293;"N";NA;58;11;"M";"BCR";"SFE";"M";809,9307692;1995-03-01;2007-07-01;2006-03-22;94,68653846
22294;"N";NA;27;3;"S";"BCR";"STE";"F";359,9;2010-01-01;2013-12-06;2013-12-16;75,47623077
22300;"N";NA;50;14;"S";"BCR";"STE";"F";555,7538462;1967-02-09;1997-05-19;2003-05-21;4,693153846
22309;"N";NA;44;3;"M";"HGH";"PVE";"F";192,3076923;1995-03-01;2004-05-28;2013-12-25;69,68153846
22310;"N";NA;65;4;"M";"HGH";"RET";"M";307,6923077;1981-08-01;1998-05-11;2013-02-21;0
22313;"N";NA;50;7;"M";"HGH";"STE";"F";262,4;1967-05-23;1998-09-01;2010-01-28;96,18292308
22314;"N";NA;52;7;"D";"BCR";"STE";"F";293,3520769;2007-06-01;1992-10-01;2009-10-01;157,4858462
22315;"N";NA;34;3;"M";"HGH";"PVE";"M";217,7461538;2012-01-01;2011-03-01;2013-12-12;0
22322;"N";NA;63;8;"M";"HGH";"RET";"F";98,96038462;1976-07-01;9999-10-01;2008-11-10;75,87815385
22324;"N";NA;41;4;"M";"HGH";"PVE";"F";192,5615385;2005-01-01;2007-05-01;2012-08-02;0
22325;"N";NA;62;14;"M";"BCR";"RET";"F";265,4276154;1987-09-01;9999-10-01;2002-11-19;213,6276923
22328;"N";NA;31;3;"S";"HGH";"PVE";"F";762,0626154;1986-03-20;2013-12-01;2013-12-18;109,5490769
22332;"N";NA;70;9;"M";"BCR";"RET";"M";441,0630769;2010-01-01;9999-10-01;2008-02-21;0
22333;"N";NA;46;10;"M";"HGH";"STE";"M";191,5893846;2000-08-11;2000-11-07;2007-06-12;78,86669231
22335;"N";NA;41;11;"M";"HGH";"PVE";"M";573,2653846;2005-09-08;2001-02-20;2005-09-28;445,5654615
22340;"N";NA;49;11;"M";"HGH";"PVE";"M";0;1968-04-16;2005-01-01;2005-10-22;5,399538462
22341;"N";NA;23;3;"S";"HGH";"PVE";"M";228,4205385;1994-01-19;2014-12-11;2014-01-03;230,6150769
22343;"N";NA;28;3;"M";"HGH";"PVE";"F";161,3384615;2008-01-01;2015-01-25;2013-12-27;200,5205385
22345;"N";NA;46;4;"M";"HGH";"STE";"M";439,8796154;2007-03-01;1998-06-02;2013-04-16;53,79961538
22348;"N";NA;45;12;"M";"HGH";"PVE";"F";316,9538462;1998-01-01;2001-01-08;2004-07-31;53,81
22351;"N";NA;63;5;"W";"HGH";"RET";"F";168,245;1976-06-01;9999-10-01;2012-01-04;0
22352;"N";NA;57;14;"S";"BCR";"STE";"F";327,2743846;2005-10-01;1999-07-30;2003-06-05;0
22355;"N";NA;52;4;"M";"HGH";"PVE";"M";286,7307692;1987-11-01;2013-03-14;2013-05-11;74,68
22365;"N";NA;46;3;"M";"HGH";"PVE";"F";331,6633846;1972-04-01;1995-02-15;2013-12-31;0
22370;"N";NA;65;3;"M";"HGH";"RET";"F";373,1867692;2011-01-01;9999-10-01;2014-01-08;68,85
22373;"N";NA;44;3;"M";"HGH";"PVE";"M";331,7253846;2000-06-01;1996-06-11;2014-01-10;67,56223077
22374;"N";NA;29;3;"S";"HGH";"STE";"M";250,2538462;2011-01-01;2013-12-06;2013-12-24;244,8893846
22376;"N";NA;55;3;"M";"HGH";"PVE";"M";1315,320462;2006-04-01;2011-03-17;2014-01-20;0
22378;"N";NA;48;3;"M";"BCR";"STE";"F";668,5615385;2003-01-01;2013-10-04;2014-01-09;413,6983846
22379;"N";NA;32;3;"S";"BCR";"STE";"M";708,7076923;1985-11-28;2013-02-21;2014-01-15;236,9776154
22380;"N";NA;58;3;"M";"HGH";"STE";"F";256,4384615;1996-03-01;2005-08-01;2013-12-23;0
22382;"N";NA;44;3;"M";"HGH";"STE";"F";295,4846154;1992-01-01;2011-02-02;2013-08-01;0
22383;"N";NA;54;6;"M";"HGH";"STE";"M";333,1076923;1963-06-03;2012-07-06;2010-12-22;0
22385;"N";NA;68;3;"M";"HGH";"RET";"M";372,7;1950-05-01;9999-10-01;2014-01-13;76,47830769
22388;"N";NA;22;3;"S";"HGH";"PVE";"M";232,6923077;1995-09-30;2010-10-25;2014-01-09;0
22390;"N";NA;62;4;"M";"HGH";"RET";"M";117,4956154;2002-01-01;9999-10-01;2012-12-18;93,709
22391;"N";NA;51;8;"M";"BCR";"STE";"F";947,0153846;2006-12-26;2011-09-01;2009-02-24;0
22394;"N";NA;54;12;"M";"BCR";"STE";"F";370,8846154;1987-07-05;1995-09-01;2004-09-08;73,03730769
22396;"N";NA;60;4;"M";"HGH";"RET";"M";173,8138462;1957-03-15;1998-09-05;2013-06-18;61,732
22401;"N";NA;43;4;"M";"HGH";"PVE";"F";215,3846154;2000-10-01;2011-07-01;2013-01-18;191,6585385
22402;"N";NA;42;12;"M";"HGH";"STE";"F";273,1615385;2011-01-01;2011-10-17;2005-06-08;66,45069231
22407;"N";NA;49;3;"M";"HGH";"SFE";"M";176,7815385;1974-03-01;2004-11-02;2014-01-28;180,7261538
22415;"N";NA;63;3;"M";"HGH";"RET";"M";211,6969231;1990-03-01;9999-10-01;2014-01-23;0
22416;"N";NA;67;8;"W";"HGH";"RET";"F";187,0502308;1974-11-01;9999-10-01;2009-06-13;153,7559231
22417;"N";NA;32;3;"M";"BCR";"STE";"F";354,4258462;2012-05-01;2010-12-17;2014-01-20;78,58092308
22422;"N";NA;29;6;"S";"HGH";"STE";"M";194,8769231;2004-05-01;2012-11-01;2010-11-05;186,5576154
22425;"N";NA;39;3;"M";"HGH";"PVE";"M";255,5153846;1979-07-19;2014-05-07;2014-01-21;247,1776154
22429;"N";NA;33;4;"M";"HGH";"PVE";"F";181,7692308;2008-03-01;2008-02-01;2013-03-25;188,0773077
22437;"N";NA;35;3;"M";"HGH";"PVE";"M";489,0829231;1982-05-09;2003-11-12;2014-01-21;462,1436154
22442;"N";NA;54;11;"M";"HGH";"PVE";"F";180,4138462;2000-01-01;2006-12-01;2006-05-22;0
22443;"N";NA;51;3;"M";"HGH";"PVE";"F";179,4535385;1997-06-01;2005-02-14;2014-01-29;44,66823077
22444;"N";NA;51;12;"M";"BCR";"STE";"F";256,5846154;1990-01-01;1993-06-01;2004-07-08;0
22450;"N";NA;31;3;"S";"HGH";"PVE";"M";191,8538462;1986-04-05;2014-07-07;2014-01-31;148,9717692
22451;"N";NA;51;3;"M";"HGH";"PVE";"M";507,4686154;2009-04-02;2014-01-23;2014-01-31;11,399
22452;"N";NA;40;11;"M";"HGH";"PVE";"F";289,3393846;2010-07-02;1998-08-03;2005-12-22;79,56538462
22457;"N";NA;26;3;"S";"HGH";"PVE";"M";176,9;1991-03-02;2013-12-25;2014-01-10;178,5910769
22458;"N";NA;24;3;"S";"HGH";"PVE";"M";277,1445385;2000-01-01;2015-04-01;2014-01-31;6,363
22459;"N";NA;34;8;"S";"HGH";"PVE";"M";274,1846154;1983-10-20;2015-07-01;2009-02-02;276,1138462
22460;"N";NA;68;3;"M";"BCR";"RET";"M";292,3076923;2049-11-16;9999-10-01;2014-01-23;64,823
22462;"N";NA;64;9;"M";"HGH";"RET";"F";102,2153846;1985-07-27;9999-10-01;2008-04-08;0
22464;"N";NA;43;12;"M";"BCR";"STE";"F";395,3010769;2005-01-27;2006-09-01;2005-02-03;191,2044615
22467;"N";NA;36;10;"M";"HGH";"PVE";"F";349,1;2015-01-01;2014-07-14;2006-10-05;0
22473;"N";NA;27;4;"S";"HGH";"PVE";"M";249,9384615;2015-11-01;2013-05-21;2012-12-06;92,89346154
22482;"N";NA;40;3;"M";"HGH";"PVE";"F";0;2003-01-01;2014-02-01;2014-01-29;0
22483;"N";NA;25;3;"S";"HGH";"PVE";"M";357,9615385;1992-06-04;2014-07-01;2014-01-30;0
22485;"N";NA;66;3;"M";"HGH";"RET";"M";198,4615385;1991-03-01;9999-10-01;2013-12-24;77,01292308
22489;"N";NA;27;3;"S";"HGH";"PVE";"M";180,3502308;1990-03-29;2015-08-19;2014-01-22;175,0953846
22500;"N";NA;40;3;"M";"HGH";"STE";"F";152,8830769;2003-01-01;2004-10-25;2014-01-22;67,45430769
22502;"N";NA;40;13;"S";"HGH";"STE";"M";361,4695385;1984-03-05;2000-06-15;2004-02-27;0
22503;"N";NA;66;14;"M";"HGH";"RET";"M";203,2819231;1980-01-01;9999-10-01;2002-12-30;2,896230769
22504;"N";NA;66;10;"M";"BCR";"RET";"F";277,0333846;2001-01-01;9999-10-01;2006-11-20;0
22508;"N";NA;42;5;"M";"HGH";"PVE";"M";186,2230769;2012-01-01;2012-03-15;2012-04-17;173,0071538
22513;"N";NA;65;8;"M";"HGH";"RET";"F";193,7123077;2006-06-01;9999-10-01;2009-05-04;194,8953846
22516;"N";NA;35;11;"M";"BCR";"STE";"M";265,9692308;2011-04-01;2011-09-22;2005-08-24;77,16353846
22517;"N";NA;27;6;"M";"HGH";"PVE";"M";243,6905385;2005-10-02;2009-11-11;2010-12-01;92,607
22527;"N";NA;65;3;"M";"HGH";"RET";"F";187,0120769;1987-01-01;9999-10-01;2014-01-21;156,6341538
22534;"N";NA;85;3;"W";"HGH";"RET";"F";218,0344615;1960-01-01;9999-10-01;2013-12-25;219,6723846
22543;"N";NA;34;3;"M";"HGH";"PVE";"M";255,6382308;2013-01-01;2015-01-01;2014-01-28;283,7392308
22545;"N";NA;52;3;"M";"HGH";"STE";"M";266,3769231;1988-06-01;1986-02-01;2014-01-22;202,7526923
22546;"N";NA;30;3;"S";"BCR";"PVE";"F";166,7923077;1987-09-13;2010-04-01;2013-08-08;227,211
22550;"N";NA;37;3;"M";"HGH";"PVE";"F";217,1153846;2011-07-06;2013-07-02;2014-01-27;0
22551;"N";NA;30;3;"M";"HGH";"PVE";"F";173,6230769;2005-12-31;2013-08-28;2014-01-29;102,4063846
22554;"N";NA;35;8;"M";"HGH";"PVE";"M";187,5230769;2010-06-04;2004-05-19;2008-09-26;0
22558;"N";NA;40;6;"M";"BCR";"STE";"F";507,0538462;2002-01-01;2014-04-17;2011-05-23;499,2150769
22562;"N";NA;62;13;"W";"BCR";"RET";"F";294,8544615;1994-01-01;9999-10-01;2004-06-08;293,3039231
22570;"N";NA;25;3;"S";"HGH";"PVE";"M";181,6792308;1992-07-10;2013-05-01;2014-01-20;0
22572;"N";NA;60;3;"W";"HGH";"STE";"F";290,7692308;1976-03-01;1980-07-01;2014-01-22;0
22580;"N";NA;39;6;"M";"HGH";"PVE";"F";167,7430769;2011-06-01;2012-04-13;2011-03-10;211,1704615
22581;"N";NA;45;3;"M";"HGH";"PVE";"F";250,6910769;2010-04-01;2015-10-01;2014-01-21;171,7084615
22584;"N";NA;63;10;"W";"HGH";"RET";"F";181,3661538;2008-12-23;9999-10-01;2006-08-28;171,3336923
22591;"N";NA;68;5;"M";"HGH";"RET";"F";119,2923077;1973-12-31;9999-10-01;2012-02-13;0
22592;"N";NA;67;6;"W";"HGH";"RET";"M";273,804;1992-01-01;9999-10-01;2010-12-20;0
22593;"N";NA;29;3;"M";"HGH";"PVE";"F";238,746;2009-05-01;2013-10-17;2014-02-03;71,50869231
22594;"N";NA;50;3;"M";"HGH";"PVE";"M";161,5384615;2013-07-16;2013-04-03;2014-02-04;127,0297692
22595;"N";NA;65;10;"M";"BCR";"RET";"M";500;2003-07-01;9999-10-01;2007-04-27;0
22596;"N";NA;38;8;"S";"BCR";"PVE";"F";128,1333077;2007-01-01;2011-01-01;2009-06-25;23,74192308
22597;"N";NA;55;3;"M";"HGH";"RET";"M";139,7276923;1991-04-01;9999-10-01;2014-01-28;0
22600;"N";NA;72;12;"W";"HGH";"RET";"F";177,4294615;1979-07-01;9999-10-01;2004-07-22;0
22604;"N";NA;28;4;"S";"HGH";"PVE";"F";221,7226154;1989-09-29;2016-05-09;2013-01-08;302,6211538
22605;"N";NA;75;3;"M";"HGH";"RET";"M";163,3403077;2006-07-21;9999-10-01;2014-01-27;76,96730769
22611;"N";NA;43;3;"M";"HGH";"PVE";"M";188,3461538;1974-08-11;2003-01-01;2014-02-04;175,1256154
22614;"N";NA;30;3;"M";"HGH";"PVE";"F";233,591;2008-10-05;2009-11-07;2014-02-03;233,1106923
22620;"N";NA;60;13;"M";"HGH";"RET";"F";258,2861538;1965-09-01;9999-10-01;2003-08-26;149,6523077
22621;"N";NA;30;6;"M";"HGH";"PVE";"F";155,954;2008-01-01;2013-08-15;2010-10-19;0
22622;"N";NA;25;3;"S";"HGH";"PVE";"F";218,7266154;1992-09-16;2015-05-01;2014-01-09;205,6368462
22624;"N";NA;59;12;"M";"HGH";"PVE";"M";465,4622308;1972-05-01;2007-10-01;2004-08-30;0
22626;"N";NA;33;3;"S";"HGH";"PVE";"M";426,735;2014-04-01;2016-07-01;2014-01-31;54,18284615
22629;"N";NA;37;3;"M";"HGH";"PVE";"F";322,9724615;2000-09-01;2013-02-15;2014-01-10;0
22632;"N";NA;26;3;"S";"BCR";"PVE";"F";269,2307692;1991-02-26;2014-03-01;2014-02-04;59,89753846
22635;"N";NA;29;5;"S";"MAS";"PVE";"F";924,7439231;2008-05-01;2014-09-01;2011-10-25;102,3277692
22648;"N";NA;45;3;"M";"HGH";"PVE";"F";362,3231538;1972-04-01;2013-01-09;2014-02-03;0
22656;"N";NA;62;4;"M";"HGH";"RET";"M";152,6507692;1980-01-01;9999-10-01;2013-05-24;75,07092308
22657;"N";NA;39;14;"S";"HGH";"PVE";"F";401,8615385;2002-09-01;2012-05-01;2003-02-22;0
22662;"N";NA;39;4;"S";"BCR";"PVE";"M";3091,269231;2013-12-03;2012-10-01;2012-09-19;988,4047692
22663;"N";NA;81;3;"W";"HGH";"RET";"F";214,6178462;2011-08-19;9999-10-01;2014-01-30;0
22664;"N";NA;40;3;"M";"BCR";"STE";"F";379,7538462;2006-07-01;2002-09-02;2014-02-07;0
22670;"N";NA;64;3;"M";"HGH";"RET";"F";164,1833077;1975-01-01;9999-10-01;2014-02-06;148,0806154
22677;"N";NA;40;3;"M";"HGH";"STE";"F";146,641;2002-01-01;1998-01-21;2014-02-06;29,59153846
22682;"N";NA;81;12;"M";"HGH";"RET";"M";413,7526154;1983-01-01;9999-10-01;2004-08-20;0
22683;"N";NA;30;3;"M";"HGH";"PVE";"M";217,8363846;1987-03-11;2009-05-01;2014-02-11;76,96530769
22688;"N";NA;36;3;"M";"HGH";"PVE";"F";207,6923077;2005-01-01;2016-01-01;2014-02-18;207,0944615
22702;"N";NA;69;4;"M";"HGH";"RET";"M";217,7716923;1988-11-29;9999-10-01;2012-10-08;209,0413077
22704;"N";NA;29;3;"S";"HGH";"PVE";"M";268,4230769;2006-08-30;2013-10-01;2014-02-24;263,9970769
22708;"N";NA;30;3;"M";"BCR";"PVE";"F";424,7426154;2014-05-15;2013-04-15;2014-02-20;74,11846154
22709;"N";NA;63;3;"M";"HGH";"RET";"F";122,1526154;1984-01-01;9999-10-01;2014-02-12;15,32876923
22715;"N";NA;33;3;"M";"HGH";"PVE";"M";188,1777692;1984-03-17;2013-08-01;2014-02-19;115,6129231
22720;"N";NA;31;3;"M";"BCR";"STE";"F";506,2403846;2011-03-01;2014-03-01;2014-02-28;0
22723;"N";NA;56;3;"M";"HGH";"PVE";"F";200,6300769;2006-01-01;2011-06-01;2014-02-24;72,03723077
22729;"N";NA;62;8;"W";"HGH";"RET";"F";276,2983077;2014-05-01;9999-10-01;2008-12-25;150,2648462
22730;"N";NA;56;12;"M";"HGH";"STE";"F";556,2769231;1989-02-10;2004-01-05;2005-05-23;395,1880769
22735;"N";NA;62;3;"M";"HGH";"RET";"F";186,9297692;1982-03-01;9999-10-01;2014-02-11;182,4124615
22737;"N";NA;69;3;"M";"HGH";"RET";"M";154,1418462;1990-01-01;9999-10-01;2014-02-11;76,92615385
22738;"N";NA;35;3;"M";"BCR";"PVE";"F";281,6615385;2013-11-01;2010-04-01;2014-02-24;0
22739;"N";NA;40;3;"M";"HGH";"PVE";"F";214,727;2001-08-01;2013-07-21;2014-01-08;189,7183077
22741;"N";NA;31;3;"S";"BCR";"PVE";"F";384,6153846;2013-01-01;2012-01-01;2014-02-03;0
22743;"N";NA;66;3;"M";"HGH";"RET";"M";271,8589231;1951-12-22;9999-10-01;2014-02-08;85,67476923
22752;"N";NA;49;11;"M";"HGH";"PVE";"M";217,4553077;1968-12-22;2010-10-11;2005-12-19;87,34730769
22754;"N";NA;32;9;"M";"HGH";"PVE";"F";161,8538462;1985-01-20;2014-09-01;2008-05-19;132,5055385
22759;"N";NA;64;7;"M";"HGH";"RET";"F";228,8443846;1973-01-01;9999-10-01;2009-08-25;142,5356923
22770;"N";NA;72;3;"M";"HGH";"RET";"M";275,3855385;1977-10-03;9999-10-01;2014-02-04;66,32884615
22774;"N";NA;74;15;"S";"HGH";"RET";"F";374,864;2001-05-31;9999-10-01;2002-01-25;0
22776;"N";NA;37;3;"M";"HGH";"PVE";"M";189,0522308;1980-06-02;2007-02-20;2014-02-21;122,9783846
22778;"N";NA;49;9;"M";"HGH";"PVE";"F";269,2307692;2006-01-01;2007-04-01;2008-03-13;39,49815385
22781;"N";NA;38;3;"M";"BCR";"STE";"F";394,9046923;2003-10-25;2014-06-03;2014-02-18;77,06761538
22787;"N";NA;64;12;"M";"HGH";"RET";"M";185,0879231;2002-02-28;9999-10-01;2005-02-23;74,73884615
22790;"N";NA;32;3;"S";"BCR";"PVE";"M";819,4979231;2010-09-01;2015-07-13;2014-02-24;0
22799;"N";NA;38;11;"S";"HGH";"PVE";"M";177,5846154;1987-01-01;2014-01-28;2006-02-21;0
22803;"N";NA;68;4;"M";"HGH";"RET";"M";174,9183077;1959-01-01;1998-08-03;2013-05-16;74,74692308
22806;"N";NA;37;3;"M";"HGH";"PVE";"M";294,2492308;1980-10-27;2013-12-01;2014-02-28;79,28492308
22807;"N";NA;46;3;"M";"PRS";"PVE";"F";171,5384615;1997-05-10;2011-08-01;2014-02-03;34,68984615
22809;"N";NA;50;3;"W";"PRS";"PVE";"F";173,0769231;2016-05-30;1995-05-29;2013-11-15;175,4893077
22811;"N";NA;46;5;"M";"BCR";"SFE";"M";230,7692308;2011-03-05;2011-09-13;2012-04-18;0
22815;"N";NA;36;3;"M";"HGH";"STE";"F";246,1538462;2013-06-01;2004-05-01;2014-02-26;0
22816;"N";NA;52;3;"M";"HGH";"STE";"M";217,7378462;1965-04-06;2005-04-28;2014-02-19;224,7423077
22823;"N";NA;46;3;"S";"HGH";"PVE";"M";261,7976154;1971-03-28;2014-02-03;2014-02-05;1,219230769
22827;"N";NA;63;10;"M";"HGH";"RET";"F";282,6111538;1986-06-27;9999-10-01;2007-01-11;253,225
22829;"N";NA;61;12;"M";"HGH";"RET";"M";185,2;1956-02-09;9999-10-01;2005-05-30;148,1076154
22831;"N";NA;50;3;"D";"HGH";"PVE";"F";167,6139231;2014-01-01;2011-02-01;2014-02-19;36,49384615
22835;"N";NA;68;3;"W";"BCR";"RET";"F";236,9212308;1972-07-17;9999-10-01;2014-02-06;1,158384615
22836;"N";NA;65;12;"M";"HGH";"RET";"M";256,9466154;1985-01-01;9999-10-01;2004-09-07;0
22837;"N";NA;67;3;"M";"HGH";"RET";"M";140,1828462;2011-07-27;9999-10-01;2014-02-20;139,2436154
22838;"N";NA;68;9;"M";"HGH";"RET";"M";450,3746154;1981-04-20;1993-02-28;2007-12-12;0
22840;"N";NA;69;3;"M";"HGH";"RET";"M";271,5787692;2010-09-02;9999-10-01;2014-02-13;174,6306154
22843;"N";NA;42;5;"M";"BCR";"STE";"F";399,135;2011-09-01;2005-12-26;2011-09-19;339,5658462
22846;"N";NA;61;3;"M";"HGH";"PVE";"F";176,9230769;2013-01-01;2006-12-01;2014-02-26;0
22850;"N";NA;40;3;"M";"HGH";"PVE";"M";381,8684615;1977-11-21;2006-12-13;2014-02-19;393,231
22852;"N";NA;28;3;"S";"HGH";"STE";"M";440,6461538;2004-01-01;2012-03-24;2014-02-18;0
22853;"N";NA;57;3;"M";"HGH";"PVE";"F";192,3076923;1986-01-01;2014-07-04;2014-02-24;0
22854;"N";NA;48;4;"M";"HGH";"SFE";"F";174,7375385;2000-03-01;2013-03-06;2013-02-28;26,45115385
22857;"N";NA;42;9;"M";"BCR";"PVE";"M";400,6692308;1975-04-09;2014-02-15;2007-07-31;0
22859;"N";NA;26;3;"S";"HGH";"STE";"M";230,7692308;1991-05-28;2014-06-30;2014-01-30;0
22862;"N";NA;38;3;"W";"HGH";"RET";"F";192,8336154;2000-01-01;9999-10-01;2014-02-08;198,9444615
22868;"N";NA;56;3;"S";"HGH";"PVE";"M";188,0384615;2000-05-01;2013-10-16;2014-02-06;97,68669231
22870;"N";NA;32;3;"M";"BCR";"STE";"F";250,9283846;1985-04-01;2013-12-05;2014-02-24;241,7223846
22872;"N";NA;68;8;"M";"HGH";"RET";"M";307,6923077;1974-01-01;1994-06-12;2009-03-25;141,3300769
22876;"N";NA;50;14;"M";"BCR";"PVE";"M";665,4448462;2003-01-01;2011-11-01;2003-04-11;0
22879;"N";NA;56;7;"S";"BCR";"STE";"F";337,8576923;2009-12-21;1990-01-01;2010-03-03;287,7941538
22882;"N";NA;64;3;"M";"HGH";"RET";"F";151,7529231;1953-12-09;9999-10-01;2014-03-03;138,6047692
22886;"N";NA;30;3;"S";"BCR";"PVE";"F";324,8076923;2012-10-01;2013-01-15;2014-03-04;0
22887;"N";NA;26;3;"S";"HGH";"PVE";"F";191,5692308;2015-07-01;2015-08-05;2014-03-06;128,9440769
22888;"N";NA;61;11;"M";"BCR";"PVE";"F";542,906;2010-01-01;2014-10-01;2006-01-30;206,9863077
22889;"N";NA;67;3;"M";"BCR";"RET";"F";266,62;1996-06-28;9999-10-01;2013-12-18;243,9742308
22894;"N";NA;35;3;"M";"HGH";"PVE";"M";461,5384615;1982-04-29;2014-03-01;2014-03-03;497,6851538
22896;"N";NA;75;5;"W";"HGH";"RET";"F";201,9061538;1999-03-01;9999-10-01;2011-08-09;0
22902;"N";NA;66;3;"M";"HGH";"RET";"F";123,0009231;1983-12-30;9999-10-01;2014-03-05;119,3217692
22903;"N";NA;33;3;"M";"HGH";"PVE";"M";210,3014615;2014-01-01;2014-03-24;2014-03-06;0
22904;"N";NA;34;3;"M";"HGH";"STE";"F";216,0307692;2006-05-01;2013-01-11;2014-03-05;0
22908;"N";NA;55;3;"S";"HGH";"PVE";"F";176,1589231;2010-03-21;2004-04-01;2014-02-19;17,76623077
22910;"N";NA;27;3;"S";"BCR";"PVE";"F";223,0769231;1990-08-16;2014-06-08;2014-02-10;4,167923077
22918;"N";NA;67;11;"M";"HGH";"RET";"M";234,2223077;1989-06-06;9999-10-01;2006-01-26;76,181
22924;"N";NA;60;3;"M";"HGH";"RET";"M";200,7976923;1986-01-01;9999-10-01;2014-02-18;58,79307692
22926;"N";NA;37;4;"M";"BCR";"STE";"M";221;1980-12-01;2013-01-11;2012-09-27;77,67992308
22931;"N";NA;34;3;"M";"BCR";"STE";"F";325,4593077;1983-10-20;2014-10-07;2014-02-12;363,5203846
